Faixa_Etaria;Enunciado;Opcao_A;Opcao_B;Opcao_C;Opcao_D;Resposta_Correta
6-8;Quanto é 19 - 16?;3;14;0;2;A
6-8;Quanto é 78 - 46?;26;32;18;38;B
6-8;Quanto é 73 - 26?;44;47;51;45;B
6-8;Quanto é 33 - 32?;0;1;15;12;B
6-8;Quanto é 28 - 25?;8;3;11;5;B
6-8;Quanto é 40 - 5?;20;49;39;35;D
6-8;Quanto é 68 - 67?;15;1;3;13;B
6-8;Quanto é 63 - 13?;50;47;58;41;A
6-8;Quanto é 50 - 41?;22;9;15;14;B
6-8;Quanto é 34 - 4?;36;41;30;32;C
6-8;Quanto é 27 - 12?;29;11;15;5;C
6-8;Quanto é 10 - 8?;0;14;7;2;D
6-8;Quanto é 10 - 6?;6;17;5;4;D
6-8;Quanto é 49 - 31?;21;5;18;20;C
6-8;Quanto é 44 - 30?;12;3;14;25;C
6-8;Quanto é 30 - 4?;16;21;12;26;D
6-8;Quanto é 65 - 29?;36;49;37;24;A
6-8;Quanto é 32 - 14?;30;4;18;29;C
6-8;Quanto é 53 - 22?;31;19;18;25;A
6-8;Quanto é 24 - 19?;13;5;8;2;B
6-8;Quanto é 80 - 20?;69;46;57;60;D
6-8;Quanto é 57 - 47?;10;14;18;20;A
6-8;Quanto é 16 - 2?;19;14;21;20;B
6-8;Quanto é 78 - 5?;87;61;58;73;D
6-8;Quanto é 73 - 64?;22;9;12;0;B
6-8;Quanto é 12 - 9?;15;8;4;3;D
6-8;Quanto é 61 - 15?;40;57;53;46;D
6-8;Quanto é 78 - 41?;37;33;30;38;A
6-8;Quanto é 75 - 10?;62;65;51;58;B
6-8;Quanto é 56 - 40?;16;11;18;26;A
6-8;Quanto é 52 - 47?;4;19;14;5;D
6-8;Quanto é 49 - 36?;7;23;9;13;D
6-8;Quanto é 45 - 14?;40;31;23;19;B
6-8;Quanto é 39 - 27?;19;12;1;13;B
6-8;Quanto é 16 - 6?;10;20;15;7;A
6-8;Quanto é 33 - 24?;13;9;19;21;B
6-8;Quanto é 41 - 28?;20;13;5;17;B
6-8;Quanto é 80 - 72?;20;8;2;19;B
6-8;Quanto é 62 - 52?;11;12;4;10;D
6-8;Quanto é 79 - 13?;61;66;53;54;B
6-8;Quanto é 19 - 6?;6;9;0;13;D
6-8;Quanto é 19 - 18?;7;9;1;12;C
6-8;Quanto é 36 - 32?;10;13;4;11;C
6-8;Quanto é 66 - 15?;37;48;51;40;C
6-8;Quanto é 34 - 20?;16;27;14;20;C
6-8;Quanto é 74 - 42?;43;27;32;34;C
6-8;Quanto é 27 - 13?;6;0;14;10;C
6-8;Quanto é 79 - 72?;19;7;6;0;B
6-8;Quanto é 34 - 30?;13;1;8;4;D
6-8;Quanto é 51 - 19?;27;44;33;32;D
6-8;Quanto é 69 - 8?;61;62;69;52;A
6-8;Quanto é 77 - 35?;29;30;38;42;D
6-8;Quanto é 67 - 19?;48;49;62;41;A
6-8;Quanto é 44 - 8?;40;39;28;36;D
6-8;Quanto é 32 - 21?;4;1;18;11;D
6-8;Quanto é 42 - 26?;27;2;16;10;C
6-8;Quanto é 72 - 70?;3;2;13;7;B
6-8;Quanto é 24 - 6?;26;21;18;28;C
6-8;Quanto é 80 - 67?;13;18;23;5;A
6-8;Quanto é 55 - 16?;43;38;37;39;D
6-8;Quanto é 76 - 41?;21;47;40;35;D
6-8;Quanto é 57 - 14?;28;40;34;43;D
6-8;Quanto é 69 - 65?;1;14;4;0;C
6-8;Quanto é 14 - 9?;5;10;19;0;A
6-8;Quanto é 14 - 2?;1;26;13;12;D
6-8;Quanto é 43 - 18?;34;25;20;29;B
6-8;Quanto é 12 - 8?;9;2;15;4;D
6-8;Quanto é 67 - 42?;17;23;25;24;C
6-8;Quanto é 40 - 8?;37;28;32;31;C
6-8;Quanto é 69 - 45?;10;24;11;22;B
6-8;Quanto é 19 - 5?;9;14;10;7;B
6-8;Quanto é 47 - 37?;5;10;2;13;B
6-8;Quanto é 76 - 41?;49;29;35;34;C
6-8;Quanto é 33 - 17?;17;9;16;5;C
6-8;Quanto é 56 - 20?;36;43;21;31;A
6-8;Quanto é 70 - 63?;2;7;4;21;B
6-8;Quanto é 43 - 40?;0;6;7;3;D
6-8;Quanto é 30 - 14?;16;28;17;27;A
6-8;Quanto é 39 - 8?;31;16;32;26;A
6-8;Quanto é 80 - 17?;69;67;63;71;C
6-8;Quanto é 54 - 14?;44;40;25;38;B
6-8;Quanto é 27 - 2?;29;25;38;30;B
6-8;Quanto é 64 - 26?;49;38;34;41;B
6-8;Quanto é 25 - 19?;20;6;0;1;B
6-8;Quanto é 30 - 28?;3;2;7;12;B
6-8;Quanto é 44 - 11?;33;28;24;36;A
6-8;Quanto é 80 - 31?;50;35;49;41;C
6-8;Quanto é 44 - 13?;27;44;31;26;C
6-8;Quanto é 45 - 23?;20;22;15;29;B
6-8;Quanto é 47 - 43?;1;12;0;4;D
6-8;Quanto é 38 - 16?;24;29;17;22;D
6-8;Quanto é 18 - 10?;10;5;8;0;C
6-8;Quanto é 11 - 3?;4;8;12;15;B
6-8;Quanto é 65 - 5?;53;58;57;60;D
6-8;Quanto é 56 - 22?;28;41;34;39;C
6-8;Quanto é 69 - 41?;31;34;28;40;C
6-8;Quanto é 12 - 7?;3;0;6;5;D
6-8;Quanto é 46 - 13?;32;40;43;33;D
6-8;Quanto é 40 - 35?;14;9;5;13;C
6-8;Quanto é 14 - 12?;16;14;12;2;D
6-8;Quanto é 11 - 7?;4;13;12;11;A
6-8;Quanto é 47 - 28?;6;5;20;19;D
6-8;Quanto é 74 - 15?;63;59;61;46;B
6-8;Quanto é 70 - 49?;35;6;33;21;D
6-8;Quanto é 33 - 32?;5;1;3;9;B
6-8;Quanto é 36 - 31?;0;7;5;2;C
6-8;Quanto é 21 - 13?;18;11;3;8;D
6-8;Quanto é 30 - 10?;20;24;16;17;A
6-8;Quanto é 48 - 9?;36;39;52;42;B
6-8;Quanto é 40 - 27?;13;6;10;23;A
6-8;Quanto é 76 - 60?;11;16;8;17;B
6-8;Quanto é 27 - 6?;18;21;31;32;B
6-8;Quanto é 54 - 41?;13;18;16;24;A
6-8;Quanto é 44 - 33?;11;1;19;24;A
6-8;Quanto é 44 - 25?;14;33;19;15;C
6-8;Quanto é 59 - 11?;48;51;36;56;A
6-8;Quanto é 30 - 6?;12;29;24;21;C
6-8;Quanto é 60 - 12?;61;48;56;53;B
6-8;Quanto é 13 - 11?;3;15;10;2;D
6-8;Quanto é 80 - 40?;46;42;38;40;D
6-8;Quanto é 10 - 6?;11;5;4;15;C
6-8;Quanto é 11 - 9?;2;9;6;16;A
6-8;Quanto é 74 - 73?;15;1;11;10;B
6-8;Quanto é 37 - 14?;36;26;23;30;C
6-8;Quanto é 61 - 34?;16;39;13;27;D
6-8;Quanto é 24 - 15?;9;23;11;16;A
6-8;Quanto é 64 - 17?;47;60;48;42;A
6-8;Quanto é 61 - 60?;2;15;1;10;C
6-8;Quanto é 37 - 5?;24;32;19;28;B
6-8;Quanto é 38 - 29?;9;4;21;3;A
6-8;Quanto é 53 - 11?;45;46;42;44;C
6-8;Quanto é 53 - 38?;6;15;16;28;B
6-8;Quanto é 49 - 11?;30;45;38;34;C
6-8;Quanto é 66 - 47?;19;11;8;9;A
6-8;Quanto é 17 - 2?;24;15;16;4;B
6-8;Quanto é 51 - 18?;47;46;27;33;D
6-8;Quanto é 16 - 10?;6;17;4;10;A
6-8;Quanto é 78 - 43?;22;35;21;32;B
6-8;Quanto é 41 - 16?;38;25;13;24;B
6-8;Quanto é 77 - 47?;20;39;30;18;C
6-8;Quanto é 50 - 30?;6;10;33;20;D
6-8;Quanto é 25 - 5?;27;6;20;14;C
6-8;Quanto é 26 - 19?;20;6;11;7;D
6-8;Quanto é 20 - 12?;8;18;10;22;A
6-8;Quanto é 69 - 61?;9;16;0;8;D
6-8;Quanto é 78 - 65?;2;13;4;24;B
6-8;Quanto é 61 - 46?;3;15;8;25;B
6-8;Quanto é 54 - 6?;48;50;46;44;A
6-8;Quanto é 54 - 33?;21;31;22;17;A
6-8;Quanto é 74 - 46?;36;28;40;30;B
6-8;Quanto é 34 - 6?;37;28;20;42;B
6-8;Quanto é 20 - 19?;13;14;1;3;C
6-8;Quanto é 29 - 5?;19;24;31;33;B
6-8;Quanto é 73 - 57?;26;24;16;10;C
6-8;Quanto é 11 - 4?;14;19;4;7;D
6-8;Quanto é 40 - 39?;1;11;6;13;A
6-8;Quanto é 37 - 27?;24;5;10;15;C
6-8;Quanto é 54 - 38?;26;12;13;16;D
6-8;Quanto é 31 - 25?;15;6;12;5;B
6-8;Quanto é 65 - 40?;18;36;25;27;C
6-8;Quanto é 14 - 3?;20;11;25;5;B
6-8;Quanto é 75 - 6?;69;72;70;65;A
6-8;Quanto é 41 - 20?;9;21;28;19;B
6-8;Quanto é 18 - 16?;2;7;8;15;A
6-8;Quanto é 41 - 19?;22;14;26;16;A
6-8;Quanto é 62 - 8?;54;66;55;58;A
6-8;Quanto é 80 - 37?;45;43;39;51;B
6-8;Quanto é 39 - 6?;35;46;32;33;D
6-8;Quanto é 40 - 13?;18;35;15;27;D
6-8;Quanto é 79 - 27?;66;52;55;47;B
6-8;Quanto é 69 - 55?;14;11;21;10;A
6-8;Quanto é 59 - 25?;35;41;44;34;D
6-8;Quanto é 39 - 11?;28;17;40;35;A
6-8;Quanto é 69 - 15?;45;67;54;47;C
6-8;Quanto é 20 - 2?;24;21;13;18;D
6-8;Quanto é 48 - 10?;37;38;25;50;B
6-8;Quanto é 39 - 33?;7;13;6;1;C
6-8;Quanto é 10 - 6?;2;10;6;4;D
6-8;Quanto é 80 - 9?;71;57;74;65;A
6-8;Quanto é 46 - 26?;34;13;30;20;D
6-8;Quanto é 68 - 61?;21;7;17;18;B
6-8;Quanto é 30 - 24?;5;6;11;15;B
6-8;Quanto é 28 - 12?;10;16;3;28;B
6-8;Quanto é 12 - 8?;1;4;14;9;B
6-8;Quanto é 27 - 17?;1;10;11;16;B
6-8;Quanto é 31 - 16?;22;9;20;15;D
6-8;Quanto é 77 - 20?;61;44;57;55;C
6-8;Quanto é 54 - 7?;47;59;34;40;A
6-8;Quanto é 80 - 58?;19;22;9;10;B
6-8;Quanto é 22 - 10?;24;12;11;17;B
6-8;Quanto é 28 - 19?;9;16;22;12;A
6-8;Quanto é 19 - 10?;21;9;23;18;B
6-8;Quanto é 51 - 2?;63;48;49;41;C
6-8;Quanto é 42 - 5?;27;26;37;32;C
6-8;Quanto é 64 - 50?;25;0;17;14;D
6-8;Quanto é 78 - 53?;25;26;29;34;A
6-8;Quanto é 73 - 3?;81;76;70;66;C
6-8;Quanto é 15 - 11?;7;18;14;4;D
6-8;Quanto é 44 - 7?;35;37;25;48;B
6-8;Quanto é 21 - 10?;25;22;21;11;D
6-8;Quanto é 41 - 3?;48;26;38;42;C
6-8;Quanto é 27 - 24?;9;4;3;1;C
6-8;Quanto é 61 - 40?;21;28;25;27;A
6-8;Quanto é 28 - 18?;10;2;16;11;A
6-8;Quanto é 35 - 4?;29;38;31;25;C
6-8;Quanto é 42 - 7?;28;20;36;35;D
6-8;Quanto é 74 - 41?;33;21;45;23;A
6-8;Quanto é 45 - 15?;21;40;43;30;D
6-8;Quanto é 13 - 11?;14;6;1;2;D
6-8;Quanto é 38 - 26?;12;21;18;3;A
6-8;Quanto é 14 - 7?;21;17;14;7;D
6-8;Quanto é 53 - 46?;7;11;10;6;A
6-8;Quanto é 32 - 7?;29;18;16;25;D
6-8;Quanto é 31 - 8?;20;32;27;23;D
6-8;Quanto é 11 - 4?;7;13;1;12;A
6-8;Quanto é 64 - 54?;13;16;10;19;C
6-8;Quanto é 58 - 7?;51;45;58;61;A
6-8;Quanto é 14 - 7?;4;21;7;12;C
6-8;Quanto é 52 - 11?;28;41;31;27;B
6-8;Quanto é 43 - 2?;31;41;53;51;B
6-8;Quanto é 24 - 13?;23;13;16;11;D
6-8;Quanto é 15 - 13?;2;11;9;13;A
6-8;Quanto é 35 - 3?;32;31;33;34;A
6-8;Quanto é 67 - 36?;31;37;32;35;A
6-8;Quanto é 41 - 15?;26;40;25;31;A
6-8;Quanto é 59 - 41?;11;18;8;29;B
6-8;Quanto é 40 - 12?;28;23;24;26;A
6-8;Quanto é 53 - 17?;49;47;38;36;D
6-8;Quanto é 45 - 26?;22;19;21;33;B
6-8;Quanto é 13 - 12?;1;0;7;5;A
6-8;Quanto é 48 - 3?;42;52;45;37;C
6-8;Quanto é 27 - 20?;16;13;7;8;C
6-8;Quanto é 49 - 46?;9;3;13;15;B
6-8;Quanto é 11 - 4?;4;7;20;8;B
6-8;Quanto é 41 - 19?;21;22;27;35;B
6-8;Quanto é 55 - 17?;28;29;38;26;C
6-8;Quanto é 36 - 11?;10;19;39;25;D
6-8;Quanto é 43 - 15?;28;13;38;36;A
6-8;Quanto é 32 - 28?;13;15;4;14;C
6-8;Quanto é 56 - 54?;9;12;2;0;C
6-8;Quanto é 35 - 31?;14;15;4;17;C
6-8;Quanto é 61 - 31?;34;40;32;30;D
6-8;Quanto é 72 - 22?;39;50;57;40;B
6-8;Quanto é 37 - 4?;34;20;29;33;D
6-8;Quanto é 33 - 8?;16;36;25;28;C
6-8;Quanto é 22 - 4?;18;5;27;9;A
6-8;Quanto é 75 - 3?;72;75;65;63;A
6-8;Quanto é 57 - 55?;4;1;2;0;C
6-8;Quanto é 59 - 15?;45;48;32;44;D
6-8;Quanto é 14 - 7?;21;16;7;17;C
6-8;Quanto é 42 - 14?;36;28;40;19;B
6-8;Quanto é 55 - 48?;11;7;1;9;B
6-8;Quanto é 54 - 30?;9;12;25;24;D
6-8;Quanto é 57 - 35?;25;21;22;27;C
6-8;Quanto é 31 - 15?;16;27;25;5;A
6-8;Quanto é 50 - 42?;2;17;12;8;D
6-8;Quanto é 14 - 11?;17;0;3;2;C
6-8;Quanto é 76 - 46?;30;40;44;20;A
6-8;Quanto é 13 - 5?;8;5;9;2;A
6-8;Quanto é 35 - 7?;16;40;19;28;D
6-8;Quanto é 49 - 43?;3;11;6;1;C
6-8;Quanto é 63 - 27?;26;29;36;27;C
6-8;Quanto é 40 - 22?;18;12;20;3;A
6-8;Quanto é 64 - 14?;35;47;61;50;D
6-8;Quanto é 75 - 39?;44;34;32;36;D
6-8;Quanto é 32 - 15?;5;17;27;26;B
6-8;Quanto é 13 - 6?;7;0;1;19;A
6-8;Quanto é 58 - 39?;13;21;18;19;D
6-8;Quanto é 37 - 27?;10;20;16;5;A
6-8;Quanto é 75 - 50?;30;18;14;25;D
6-8;Quanto é 52 - 35?;17;5;3;16;A
6-8;Quanto é 74 - 44?;30;25;32;18;A
6-8;Quanto é 49 - 44?;16;5;18;15;B
6-8;Quanto é 62 - 43?;31;17;19;15;C
6-8;Quanto é 70 - 61?;19;11;0;9;D
6-8;Quanto é 13 - 9?;14;12;17;4;D
6-8;Quanto é 34 - 32?;2;14;11;9;A
6-8;Quanto é 34 - 26?;8;10;7;5;A
6-8;Quanto é 64 - 22?;42;51;44;48;A
6-8;Quanto é 25 - 20?;19;5;16;1;B
6-8;Quanto é 18 - 15?;3;11;15;9;A
6-8;Quanto é 50 - 27?;23;34;21;35;A
6-8;Quanto é 36 - 11?;34;37;11;25;D
6-8;Quanto é 10 - 9?;4;1;14;5;B
6-8;Quanto é 48 - 5?;51;47;53;43;D
6-8;Quanto é 62 - 59?;4;3;15;8;B
6-8;Quanto é 5 x 4?;26;20;6;33;B
6-8;Quanto é 5 x 4?;20;18;16;10;A
6-8;Quanto é 7 x 9?;59;73;63;64;C
6-8;Quanto é 3 x 2?;11;2;13;6;D
6-8;Quanto é 8 x 4?;46;45;35;32;D
6-8;Quanto é 6 x 3?;4;20;18;24;C
6-8;Quanto é 3 x 9?;40;27;31;20;B
6-8;Quanto é 2 x 7?;11;19;17;14;D
6-8;Quanto é 10 x 5?;49;47;36;50;D
6-8;Quanto é 5 x 8?;43;40;53;47;B
6-8;Quanto é 2 x 2?;4;16;13;14;A
6-8;Quanto é 3 x 6?;18;26;19;3;A
6-8;Quanto é 4 x 5?;20;19;30;8;A
6-8;Quanto é 3 x 7?;31;20;21;25;C
6-8;Quanto é 9 x 8?;72;70;85;86;A
6-8;Quanto é 4 x 2?;2;8;10;4;B
6-8;Quanto é 8 x 4?;32;29;41;33;A
6-8;Quanto é 4 x 7?;29;34;28;17;C
6-8;Quanto é 6 x 5?;39;30;33;20;B
6-8;Quanto é 6 x 8?;43;33;48;36;C
6-8;Quanto é 5 x 5?;13;30;20;25;D
6-8;Quanto é 9 x 5?;45;56;42;40;A
6-8;Quanto é 4 x 2?;18;17;5;8;D
6-8;Quanto é 5 x 8?;40;52;51;50;A
6-8;Quanto é 6 x 3?;30;18;27;7;B
6-8;Quanto é 7 x 3?;21;23;8;22;A
6-8;Quanto é 10 x 7?;63;57;62;70;D
6-8;Quanto é 6 x 6?;36;21;39;25;A
6-8;Quanto é 10 x 5?;55;50;36;37;B
6-8;Quanto é 7 x 8?;45;41;56;48;C
6-8;Quanto é 10 x 4?;40;30;44;39;A
6-8;Quanto é 3 x 5?;15;11;8;29;A
6-8;Quanto é 3 x 2?;1;6;16;2;B
6-8;Quanto é 5 x 9?;45;58;36;33;A
6-8;Quanto é 7 x 9?;64;63;51;53;B
6-8;Quanto é 4 x 9?;34;37;36;29;C
6-8;Quanto é 3 x 3?;6;20;16;9;D
6-8;Quanto é 9 x 7?;63;51;56;48;A
6-8;Quanto é 2 x 4?;19;8;7;2;B
6-8;Quanto é 5 x 8?;50;25;47;40;D
6-8;Quanto é 4 x 5?;28;11;29;20;D
6-8;Quanto é 5 x 4?;16;6;20;19;C
6-8;Quanto é 2 x 5?;10;14;12;23;A
6-8;Quanto é 3 x 5?;23;15;3;13;B
6-8;Quanto é 5 x 3?;8;15;18;14;B
6-8;Quanto é 10 x 2?;20;27;12;29;A
6-8;Quanto é 6 x 5?;34;19;15;30;D
6-8;Quanto é 9 x 4?;39;36;37;31;B
6-8;Quanto é 5 x 7?;34;32;21;35;D
6-8;Quanto é 7 x 4?;27;30;28;14;C
6-8;Quanto é 8 x 3?;37;19;24;23;C
6-8;Quanto é 7 x 3?;12;21;18;29;B
6-8;Quanto é 5 x 2?;17;10;19;6;B
6-8;Quanto é 2 x 3?;8;10;3;6;D
6-8;Quanto é 10 x 9?;87;98;94;90;D
6-8;Quanto é 5 x 8?;41;40;37;33;B
6-8;Quanto é 2 x 2?;16;7;4;15;C
6-8;Quanto é 4 x 7?;21;35;30;28;D
6-8;Quanto é 10 x 9?;98;90;86;103;B
6-8;Quanto é 10 x 3?;15;30;29;27;B
6-8;Quanto é 9 x 5?;59;55;45;53;C
6-8;Quanto é 3 x 2?;16;7;6;14;C
6-8;Quanto é 2 x 8?;17;16;27;1;B
6-8;Quanto é 9 x 5?;57;59;53;45;D
6-8;Quanto é 10 x 8?;79;71;82;80;D
6-8;Quanto é 6 x 8?;48;42;37;54;A
6-8;Quanto é 3 x 4?;19;4;12;2;C
6-8;Quanto é 4 x 9?;38;44;48;36;D
6-8;Quanto é 10 x 6?;67;51;60;58;C
6-8;Quanto é 2 x 5?;0;10;15;19;B
6-8;Quanto é 3 x 9?;27;21;30;36;A
6-8;Quanto é 6 x 7?;33;42;46;27;B
6-8;Quanto é 5 x 8?;37;46;44;40;D
6-8;Quanto é 3 x 4?;26;13;16;12;D
6-8;Quanto é 3 x 9?;33;17;27;37;C
6-8;Quanto é 4 x 5?;27;31;14;20;D
6-8;Quanto é 3 x 7?;28;21;13;14;B
6-8;Quanto é 8 x 4?;32;38;22;42;A
6-8;Quanto é 7 x 3?;6;35;34;21;D
6-8;Quanto é 8 x 5?;29;40;33;53;B
6-8;Quanto é 10 x 6?;72;47;65;60;D
6-8;Quanto é 9 x 3?;26;31;27;30;C
6-8;Quanto é 6 x 2?;5;12;15;7;B
6-8;Quanto é 2 x 7?;14;25;1;26;A
6-8;Quanto é 4 x 9?;41;33;23;36;D
6-8;Quanto é 10 x 2?;29;9;20;11;C
6-8;Quanto é 7 x 2?;2;0;17;14;D
6-8;Quanto é 2 x 2?;17;13;14;4;D
6-8;Quanto é 10 x 8?;80;83;94;93;A
6-8;Quanto é 2 x 6?;7;12;22;3;B
6-8;Quanto é 7 x 4?;34;28;30;25;B
6-8;Quanto é 4 x 5?;24;32;16;20;D
6-8;Quanto é 6 x 3?;18;13;31;16;A
6-8;Quanto é 6 x 6?;36;45;48;49;A
6-8;Quanto é 9 x 8?;68;66;65;72;D
6-8;Quanto é 4 x 6?;29;21;24;17;C
6-8;Quanto é 7 x 6?;33;29;42;41;C
6-8;Quanto é 8 x 2?;5;13;16;15;C
6-8;Quanto é 8 x 4?;32;45;41;17;A
6-8;Quanto é 6 x 4?;28;13;23;24;D
6-8;Quanto é 6 x 8?;48;47;38;42;A
6-8;Quanto é 10 x 9?;90;98;85;89;A
6-8;Quanto é 3 x 8?;24;11;22;32;A
6-8;Quanto é 5 x 5?;39;33;25;30;C
6-8;Quanto é 2 x 3?;14;6;2;4;B
6-8;Quanto é 5 x 5?;25;16;32;19;A
6-8;Quanto é 4 x 4?;16;28;12;7;A
6-8;Quanto é 6 x 2?;20;25;26;12;D
6-8;Quanto é 10 x 9?;90;96;93;81;A
6-8;Quanto é 3 x 8?;19;9;24;16;C
6-8;Quanto é 3 x 2?;7;19;6;0;C
6-8;Quanto é 3 x 5?;15;13;29;2;A
6-8;Quanto é 5 x 2?;16;7;11;10;D
6-8;Quanto é 9 x 9?;68;80;81;73;C
6-8;Quanto é 4 x 5?;20;5;28;16;A
6-8;Quanto é 10 x 2?;20;25;9;23;A
6-8;Quanto é 5 x 2?;14;24;5;10;D
6-8;Quanto é 3 x 4?;10;12;6;19;B
6-8;Quanto é 5 x 2?;22;23;2;10;D
6-8;Quanto é 10 x 8?;87;80;91;79;B
6-8;Quanto é 7 x 3?;26;31;28;21;D
6-8;Quanto é 10 x 9?;97;86;90;98;C
6-8;Quanto é 10 x 4?;47;54;36;40;D
6-8;Quanto é 4 x 7?;40;35;17;28;D
6-8;Quanto é 3 x 3?;23;12;9;5;C
6-8;Quanto é 8 x 9?;72;63;71;79;A
6-8;Quanto é 6 x 4?;28;24;34;11;B
6-8;Quanto é 8 x 9?;64;70;72;77;C
6-8;Quanto é 3 x 7?;21;34;7;17;A
6-8;Quanto é 10 x 5?;43;61;50;40;C
6-8;Quanto é 8 x 3?;38;36;24;14;C
6-8;Quanto é 4 x 5?;22;19;20;25;C
6-8;Quanto é 7 x 6?;55;38;31;42;D
6-8;Quanto é 4 x 6?;24;9;38;12;A
6-8;Quanto é 4 x 2?;8;22;6;7;A
6-8;Quanto é 9 x 5?;51;34;38;45;D
6-8;Quanto é 8 x 6?;52;34;48;51;C
6-8;Quanto é 10 x 7?;66;70;72;77;B
6-8;Quanto é 3 x 3?;4;0;9;12;C
6-8;Quanto é 3 x 8?;24;13;23;27;A
6-8;Quanto é 2 x 2?;3;1;11;4;D
6-8;Quanto é 6 x 7?;42;45;56;30;A
6-8;Quanto é 10 x 3?;30;34;36;17;A
6-8;Quanto é 10 x 3?;36;25;42;30;D
6-8;Quanto é 6 x 6?;36;27;46;47;A
6-8;Quanto é 6 x 7?;42;55;45;56;A
6-8;Quanto é 5 x 9?;35;45;34;46;B
6-8;Quanto é 8 x 4?;35;45;21;32;D
6-8;Quanto é 8 x 8?;53;61;68;64;D
6-8;Quanto é 8 x 9?;72;57;67;75;A
6-8;Quanto é 10 x 9?;94;89;82;90;D
6-8;Quanto é 9 x 3?;18;27;29;19;B
6-8;Quanto é 6 x 5?;39;38;30;44;C
6-8;Quanto é 4 x 9?;46;32;36;49;C
6-8;Quanto é 2 x 6?;7;21;12;26;C
6-8;Quanto é 10 x 9?;90;76;95;96;A
6-8;Quanto é 3 x 7?;31;32;23;21;D
6-8;Quanto é 10 x 8?;89;68;72;80;D
6-8;Quanto é 3 x 3?;16;19;0;9;D
6-8;Quanto é 4 x 4?;17;14;6;16;D
6-8;Quanto é 10 x 6?;62;45;60;72;C
6-8;Quanto é 6 x 3?;3;18;14;13;B
6-8;Quanto é 7 x 9?;71;56;67;63;D
6-8;Quanto é 8 x 6?;33;53;56;48;D
6-8;Quanto é 8 x 2?;13;23;14;16;D
6-8;Quanto é 10 x 5?;57;56;54;50;D
6-8;Quanto é 6 x 8?;48;61;50;39;A
6-8;Quanto é 8 x 8?;63;64;66;50;B
6-8;Quanto é 3 x 8?;10;24;14;18;B
6-8;Quanto é 3 x 6?;18;6;8;11;A
6-8;Quanto é 9 x 9?;81;92;66;85;A
6-8;Quanto é 4 x 6?;13;29;15;24;D
6-8;Quanto é 4 x 9?;36;34;46;32;A
6-8;Quanto é 5 x 9?;52;45;36;37;B
6-8;Quanto é 3 x 5?;15;1;24;7;A
6-8;Quanto é 6 x 6?;25;24;36;38;C
6-8;Quanto é 6 x 3?;18;6;12;19;A
6-8;Quanto é 7 x 3?;21;7;29;12;A
6-8;Quanto é 5 x 7?;24;31;35;26;C
6-8;Quanto é 2 x 3?;12;2;20;6;D
6-8;Quanto é 3 x 2?;1;6;0;13;B
6-8;Quanto é 2 x 4?;14;2;11;8;D
6-8;Quanto é 6 x 4?;37;23;24;36;C
6-8;Quanto é 4 x 6?;35;13;24;15;C
6-8;Quanto é 9 x 9?;85;74;81;92;C
6-8;Quanto é 4 x 3?;12;26;8;1;A
6-8;Quanto é 6 x 3?;29;25;18;24;C
6-8;Quanto é 7 x 5?;35;30;45;25;A
6-8;Quanto é 4 x 3?;4;12;5;16;B
6-8;Quanto é 2 x 8?;30;16;24;23;B
6-8;Quanto é 10 x 3?;40;30;42;21;B
6-8;Quanto é 9 x 5?;54;45;46;38;B
6-8;Quanto é 6 x 3?;30;18;13;4;B
6-8;Quanto é 7 x 5?;30;35;31;42;B
6-8;Quanto é 9 x 8?;81;77;72;75;C
6-8;Quanto é 6 x 9?;53;60;54;49;C
6-8;Quanto é 4 x 7?;40;22;19;28;D
6-8;Quanto é 2 x 8?;3;16;28;6;B
6-8;Quanto é 5 x 5?;20;29;10;25;D
6-8;Quanto é 5 x 8?;35;40;39;51;B
9-11;Qual o resultado de 25 x 5?;138;115;136;125;D
9-11;Qual o resultado de 18 x 3?;54;40;55;67;A
9-11;Qual o resultado de 12 x 4?;48;39;47;62;A
9-11;Qual o resultado de 21 x 11?;220;222;231;235;C
9-11;Qual o resultado de 17 x 10?;170;180;163;172;A
9-11;Qual o resultado de 32 x 7?;237;224;215;234;B
9-11;Qual o resultado de 28 x 6?;159;166;168;156;C
9-11;Qual o resultado de 31 x 5?;155;161;162;152;A
9-11;Qual o resultado de 17 x 6?;92;102;87;98;B
9-11;Qual o resultado de 17 x 14?;225;234;238;239;C
9-11;Qual o resultado de 35 x 6?;200;213;210;219;C
9-11;Qual o resultado de 31 x 5?;144;155;154;168;B
9-11;Qual o resultado de 30 x 10?;300;295;290;312;A
9-11;Qual o resultado de 32 x 13?;404;417;416;409;C
9-11;Qual o resultado de 38 x 8?;296;304;306;299;B
9-11;Qual o resultado de 29 x 6?;174;188;163;168;A
9-11;Qual o resultado de 33 x 7?;240;231;216;225;B
9-11;Qual o resultado de 18 x 9?;172;162;176;168;B
9-11;Qual o resultado de 14 x 7?;103;105;98;112;C
9-11;Qual o resultado de 32 x 13?;407;423;416;417;C
9-11;Qual o resultado de 11 x 4?;44;54;29;48;A
9-11;Qual o resultado de 12 x 3?;26;44;30;36;D
9-11;Qual o resultado de 35 x 14?;479;504;490;502;C
9-11;Qual o resultado de 21 x 5?;105;113;98;110;A
9-11;Qual o resultado de 37 x 4?;158;159;150;148;D
9-11;Qual o resultado de 32 x 9?;288;301;293;296;A
9-11;Qual o resultado de 29 x 8?;246;232;221;227;B
